"Indraraj Arts Commerce and Science College, Aurangabad"
MCSC Pune - Maharashtra College of Science and Commerce
"NSSR's Vasantdada Patil Arts, Commerce and Science College, Patoda"
"Apex IT College, Beed"
"Metropolitan Institute of Technology and Management, Sindhudurg"
"Vidya Pratishthan Commerce and Science College, Pune"
"Shri Shivaji Mahavidyalaya, Osmanabad"
"Shriram Institute of Information Technology, Paniv"
