MIT Manipal - Manipal Institute of Technology
DSCE Bangalore - Dayananda Sagar College of Engineering
RVCE Bangalore - RV College of Engineering
MSRIT Bangalore - Ramaiah Institute of Technology
BMSCE Bangalore - BMS College of Engineering
"REVA University, Bangalore"
"Presidency University, Bangalore"
BIT Bangalore - Bangalore Institute of Technology
NMIT Bangalore - Nitte Meenakshi Institute of Technology
"School of Engineering and Technology, Jain University, Bangalore"
"JSS Science and Technology University, Mysuru"
"Christ University, Bangalore"
"PES University, Bangalore"
BMSIT Bangalore - BMS Institute of Technology and Management
SIT Tumkur - Siddaganga Institute of Technology
AIT Bangalore - Acharya Institute of Technology
DSU Bangalore - Dayananda Sagar University
MSRUAS Bangalore - MS Ramaiah University of Applied Sciences
"CMR University, Bangalore"
CMRIT Bangalore - CMR Institute of Technology
NHCE Bangalore - New Horizon College of Engineering
"The Oxford College of Engineering, Bangalore"
DSATM Bangalore - Dayananda Sagar Academy of Technology and Management
NIE Mysore - The National Institute of Engineering
"KLE Technological University, Hubballi"
"AMC Engineering College, Bangalore"
"Sir M Visvesvaraya Institute of Technology, Bangalore"
"NMAM Institute of Technology, Karkala Taluk"
KLS GIT Belagavi - KLS Gogte Institute of Technology
MCE Hassan - Malnad College of Engineering
