BVUCOE Pune - Bharati Vidyapeeth Deemed University College of Engineering
VIT Pune - Vishwakarma Institute of Technology
SIT Pune - Symbiosis Institute of Technology
AIT Pune - Army Institute of Technology
"KJ Somaiya College of Engineering, Mumbai"
DYPIET Pimpri - Dr DY Patil Institute of Technology
AISSMS COE Pune - AISSMS College of Engineering
MPSTME Mumbai - Mukesh Patel School of Technology Management and Engineering
"MIT WPU Faculty of Engineering, Pune"
PCCOE Pune - Pimpri Chinchwad College of Engineering
PICT Pune - SCTR's Pune Institute of Computer Technology
SPIT Mumbai - Sardar Patel Institute of Technology
SCOE Pune - Sinhgad College of Engineering
VIIT Pune - Vishwakarma Institute of Information Technology
"Amity University, Mumbai"
"Sandip University, Nashik"
"Walchand College of Engineering, Sangli"
RCOEM Nagpur - Shri Ramdeobaba College of Engineering and Management
VESIT Mumbai - Vivekanand Education Society's Institute of Technology
VIT Mumbai - Vidyalankar Institute of Technology
"KK Wagh Institute of Engineering Education and Research, Nashik"
"DY Patil College of Engineering, Pune"
GHRCE Nagpur - GH Raisoni College of Engineering
DKTE Ichalkaranji - DKTE Society's Textile and Engineering Institute
"MIT Academy of Engineering, Pune"
"MKSSS's Cummins College of Engineering for Women, Pune"
IIIT Pune - Indian Institute of Information Technology
DJSCE Mumbai - Dwarkadas J Sanghvi College of Engineering
TCET Mumbai - Thakur College of Engineering and Technology
"Ajeenkya DY Patil University, Pune"
