SLRTCE Thane - Shree LR Tiwari College of Engineering
"Maratha Vidya Prasarak Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering, Nashik"
"Pillai College of Engineering, New Panvel"
IIIT Nagpur - Indian Institute of Information Technology
TKIET Warananagar - Tatyasaheb Kore Institute of Engineering and Technology
"St Vincent Pallotti College of Engineering and Technology, Nagpur"
"International Institute of Information Technology, Pune"
"Annasaheb Dange College of Engineering and Technology, Sangli"
PVPIT Budhgaon - Padmabhooshan Vasantraodada Patil Institute of Technology
"JSPM Narhe Technical Campus, Pune"
"MET Bhujbal Knowledge City, Nashik"
DPCOE Pune - Dhole Patil College of Engineering
"MGM's College of Engineering, Nanded"
MGM CET Mumbai - Mahatma Gandhi Mission's College of Engineering and Technology
"Bharati Vidyapeeth College of Engineering, Navi Mumbai"
RIT Sangli - KE Society's Rajarambapu Institute of Technology
APSIT Thane - AP Shah Institute of Technology
VCET Vasai - Vidyavardhini's College of Engineering and Technology
"GH Raisoni College of Engineering and Management, Pune"
"Narsee Monjee Institute of Management Studies, Shirpur"
"Shri Sant Gadge Baba College of Engineering and Technology, Bhusawal"
DYPCET Kolhapur - DY Patil College of Engineering and Technology
VPKBIET Baramati - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology
"Amrutvahini College of Engineering, Ahmednagar"
"St John College of Engineering and Management, Palghar"
SSPU Pune - Symbiosis Skills and Professional University
DYPCOE Ambi - DY Patil College of Engineering
"Saraswati College of Engineering, Navi Mumbai"
"Ballarpur Institute of Technology, Chandrapur"
"Dr DY Patil School of Engineering and Technology, Pune"
