KJSIEIT Mumbai - KJ Somaiya Institute of Engineering and Information Technology
TSEC Mumbai - Thadomal Shahani Engineering College
"Sanjivani College of Engineering, Kopargaon"
"KIT's College of Engineering, Kolhapur"
"All India Shri Shivaji Memorial Society's Institute of Information Technology, Pune"
JSPM's Rajarshi Shahu College of Engineering Tathawade - Rajarshi Shahu College of Engineering
YCCE Nagpur - Yeshwantrao Chavan College of Engineering
WIT Solapur - Walchand Institute of Technology
JNEC Aurangabad - Mahatma Gandhi Mission’s Jawaharlal Nehru Engineering College
"Fr Conceicao Rodrigues College of Engineering, Mumbai"
PCE Nagpur - Priyadarshini College of Engineering
"Dr DY Patil Institute of Engineering and Technology, Ambi, Pune"
PCCOER Ravet - Pimpri Chinchwad College of Engineering and Research
"Datta Meghe College of Engineering, Navi Mumbai"
"St Francis Institute of Technology, Mumbai"
FCRIT Navi Mumbai - Fr C Rodrigues Institute of Technology
"PE Society's Modern College of Engineering, Pune"
"MH Saboo Siddik College of Engineering, Mumbai"
"Zeal College of Engineering and Research, Narhe"
AIKTC Navi Mumbai - Anjuman-I-Islam's Kalsekar Technical Campus
PVGCOET Pune - PVG’s College of Engineering and Technology and GK Pate Wani Institute of Management
DBIT Mumbai - Don Bosco Institute of Technology
MIT Aurangabad - Maharashtra Institute of Technology
ICOER Pune - Imperial College of Engineering and Research
"Terna Engineering college, Nerul - Terna Public Charitable Trust's Terna Engineering College"
SSGMCE Shegaon - Shri Sant Gajanan Maharaj College of Engineering
RAIT Navi Mumbai - Ramrao Adik Institute of Technology
"Dr DY Patil School of Engineering, Pune"
SIESGST Navi Mumbai - SIES Graduate School of Technology
RCPIT Shirpur - RC Patel Institute of Technology
