BVUCOE Pune - Bharati Vidyapeeth Deemed University College of Engineering
VIT Pune - Vishwakarma Institute of Technology
SIT Pune - Symbiosis Institute of Technology
AIT Pune - Army Institute of Technology
"KJ Somaiya College of Engineering, Mumbai"
DYPIET Pimpri - Dr DY Patil Institute of Technology
AISSMS COE Pune - AISSMS College of Engineering
MPSTME Mumbai - Mukesh Patel School of Technology Management and Engineering
"MIT WPU Faculty of Engineering, Pune"
PCCOE Pune - Pimpri Chinchwad College of Engineering
PICT Pune - SCTR's Pune Institute of Computer Technology
SPIT Mumbai - Sardar Patel Institute of Technology
SCOE Pune - Sinhgad College of Engineering
VIIT Pune - Vishwakarma Institute of Information Technology
"Amity University, Mumbai"
"Sandip University, Nashik"
"Walchand College of Engineering, Sangli"
RCOEM Nagpur - Shri Ramdeobaba College of Engineering and Management
VESIT Mumbai - Vivekanand Education Society's Institute of Technology
VIT Mumbai - Vidyalankar Institute of Technology
"KK Wagh Institute of Engineering Education and Research, Nashik"
"DY Patil College of Engineering, Pune"
GHRCE Nagpur - GH Raisoni College of Engineering
DKTE Ichalkaranji - DKTE Society's Textile and Engineering Institute
"MIT Academy of Engineering, Pune"
"MKSSS's Cummins College of Engineering for Women, Pune"
IIIT Pune - Indian Institute of Information Technology
DJSCE Mumbai - Dwarkadas J Sanghvi College of Engineering
TCET Mumbai - Thakur College of Engineering and Technology
"Ajeenkya DY Patil University, Pune"
KJSIEIT Mumbai - KJ Somaiya Institute of Engineering and Information Technology
TSEC Mumbai - Thadomal Shahani Engineering College
"Sanjivani College of Engineering, Kopargaon"
"KIT's College of Engineering, Kolhapur"
"All India Shri Shivaji Memorial Society's Institute of Information Technology, Pune"
JSPM's Rajarshi Shahu College of Engineering Tathawade - Rajarshi Shahu College of Engineering
YCCE Nagpur - Yeshwantrao Chavan College of Engineering
WIT Solapur - Walchand Institute of Technology
JNEC Aurangabad - Mahatma Gandhi Mission’s Jawaharlal Nehru Engineering College
"Fr Conceicao Rodrigues College of Engineering, Mumbai"
PCE Nagpur - Priyadarshini College of Engineering
"Dr DY Patil Institute of Engineering and Technology, Ambi, Pune"
PCCOER Ravet - Pimpri Chinchwad College of Engineering and Research
"Datta Meghe College of Engineering, Navi Mumbai"
"St Francis Institute of Technology, Mumbai"
FCRIT Navi Mumbai - Fr C Rodrigues Institute of Technology
"PE Society's Modern College of Engineering, Pune"
"MH Saboo Siddik College of Engineering, Mumbai"
"Zeal College of Engineering and Research, Narhe"
AIKTC Navi Mumbai - Anjuman-I-Islam's Kalsekar Technical Campus
PVGCOET Pune - PVG’s College of Engineering and Technology and GK Pate Wani Institute of Management
DBIT Mumbai - Don Bosco Institute of Technology
MIT Aurangabad - Maharashtra Institute of Technology
ICOER Pune - Imperial College of Engineering and Research
"Terna Engineering college, Nerul - Terna Public Charitable Trust's Terna Engineering College"
SSGMCE Shegaon - Shri Sant Gajanan Maharaj College of Engineering
RAIT Navi Mumbai - Ramrao Adik Institute of Technology
"Dr DY Patil School of Engineering, Pune"
SIESGST Navi Mumbai - SIES Graduate School of Technology
